"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ENSMUSG00000025902.13" 35.5299537474968 2.06506813297671 0.516780376516045 2.86409023932741 0.00418208851603725 0.0121035619276607
"ENSMUSG00000102269.1" 11.3364725670557 -0.857021793919917 0.709396617035769 -0.383508021698168 0.701343123641968 1
"ENSMUSG00000103922.1" 161.055742548805 -0.571351662963897 0.212913251374322 0 1 1
"ENSMUSG00000033845.13" 2913.55472901695 -0.658939204553617 0.0836268002957117 -0.884605217117874 0.376369591874884 0.731198733379149
"ENSMUSG00000102275.1" 18.019009423061 -0.932877348249944 0.594470227317292 -0.58525192943446 0.558378332230764 1
"ENSMUSG00000025903.14" 938.814920141136 -1.23485028636291 0.120375665773056 -5.39883024918826 6.70768022588124e-08 3.64189170328592e-07
"ENSMUSG00000033813.15" 1376.22342518076 -0.306284390901649 0.102344292383413 0 1 1
"ENSMUSG00000002459.17" 72.263561400147 2.05483999201365 0.418038302277837 3.51613113746592 0.000437884644149887 0.00148112624663468
"ENSMUSG00000033793.12" 1818.98653878159 -0.290954518132893 0.0913274636300292 0 1 1
"ENSMUSG00000025905.14" 23.7539562532161 2.49469267455598 0.747831001198452 2.55369217212759 0.0106587442356084 0.0286164571406109
"ENSMUSG00000025907.14" 1076.99047520033 0.486626187110351 0.0975911523726617 0 1 1
"ENSMUSG00000090031.2" 28.5049688948415 1.77993768882902 0.557745073292148 2.14251141844139 0.0321523508280751 0.0788462110608646
"ENSMUSG00000102135.1" 10.9017750609926 -0.0910721538928751 0.71291474232302 0 1 1
"ENSMUSG00000051285.17" 1504.87377318738 -0.10663235170881 0.108448660074585 0 1 1
"ENSMUSG00000103509.1" 94.4653664740606 0.577865597188773 0.669236162623097 0 1 1
"ENSMUSG00000097797.6" 56.0869595247226 -0.127936245563602 0.420255831179757 0 1 1
"ENSMUSG00000103933.1" 23.6863549533744 0.181221534963485 0.510246183304898 0 1 1
"ENSMUSG00000061024.8" 1533.19106344603 -1.63818032548271 0.0890061899245925 -11.8330851556938 2.63283584076755e-32 6.10349519585682e-31
"ENSMUSG00000025911.14" 96.6425322980658 -1.49209743614151 0.295517184254527 -3.06965206679502 0.00214308274564691 0.00650778631914354
"ENSMUSG00000081441.3" 7.46953550185695 1.04197699735081 0.907322582028182 0.503695714933125 0.614475220024632 1
"ENSMUSG00000025912.16" 528.334892420121 0.387701446617229 0.140589575960199 0 1 1
"ENSMUSG00000045210.8" 830.458491702328 -0.746949210230519 0.111832772252245 -1.44847262789832 0.147484915761921 0.316812186769624
"ENSMUSG00000097893.8" 52.0045630602246 0.338009473768028 0.601151086985225 0 1 1
"ENSMUSG00000025915.14" 745.046803303111 -1.01910715893533 0.112309271781777 -3.86561724892799 0.000110808599355848 0.000411407478950319
"ENSMUSG00000046101.16" 28.9439661481181 -0.534144155440582 0.423966320923714 0 1 1
"ENSMUSG00000098234.7" 669.842437358039 0.0552487885574325 0.123503766488781 0 1 1
"ENSMUSG00000099032.2" 365.853830442743 2.51455843551419 0.176145768513106 10.954540384826 6.31983676112774e-28 1.16437767829307e-26
"ENSMUSG00000025917.9" 1891.65964855849 -0.704262382373957 0.0958662830411447 -1.24444046298946 0.21333749864324 0.443248360829745
"ENSMUSG00000056763.16" 998.131361849792 -0.439442539398668 0.102590971756708 0 1 1
"ENSMUSG00000067851.11" 2379.73048477683 0.736566104240536 0.0830073162786897 1.82638844762049 0.0677917707585038 0.156796368725437
"ENSMUSG00000048960.13" 996.717831961263 0.456244492155812 0.12166695873044 0 1 1
"ENSMUSG00000057715.13" 174.304152147368 -0.181591074078126 0.216354088366049 0 1 1
"ENSMUSG00000016918.15" 1419.63925113945 -0.311899889666208 0.114216517944854 0 1 1
"ENSMUSG00000025938.16" 129.318576782246 1.37416718874998 0.238398457520623 3.31044376812109 0.000931481658086962 0.00299103351179832
"ENSMUSG00000042414.7" 467.348753383979 -4.31801117795494 0.384888052869142 -9.69905054055544 3.04317236840675e-22 4.23163331572429e-21
"ENSMUSG00000005886.14" 1673.83173460753 0.272239936658668 0.093219963992802 0 1 1
"ENSMUSG00000025935.10" 2293.01093661454 0.0155395484700448 0.0813850464646235 0 1 1
"ENSMUSG00000025937.6" 2224.26816036189 -0.408695141272191 0.0807915207697751 0 1 1
"ENSMUSG00000102982.1" 25.5570190463224 -0.232596127549093 0.567987971755663 0 1 1
"ENSMUSG00000097711.1" 11.0887161406644 -0.584770151579792 0.760833167336006 0 1 1
"ENSMUSG00000025932.14" 332.250458904871 -2.50899434058793 0.170802900227632 -11.2646321420924 1.96169442374085e-29 3.90357863285772e-28
"ENSMUSG00000025930.6" 51.6660477461024 -5.02572352609189 0.716264258022767 -6.19989197510618 5.65019283849778e-10 3.69170302808116e-09
"ENSMUSG00000082193.1" 17.5110262129046 0.701145634349486 0.643399268015527 0.180577037314139 0.856699581123415 1
"ENSMUSG00000032769.5" 59.1595265284902 -2.39330837637848 0.425396404185361 -4.25096652878466 2.12849978886827e-05 8.71132208422834e-05
"ENSMUSG00000025925.14" 2948.59979048898 -0.87981436294003 0.0926627358822089 -3.18198960360596 0.00146267068812535 0.00455899555916849
"ENSMUSG00000104379.1" 14.6898841405617 0.207497997136285 0.648759233255951 0 1 1
"ENSMUSG00000032719.4" 8.17526805262706 6.52981139861388 1.61877711823439 3.67243200495495 0.00024025308813124 0.000848897747217269
"ENSMUSG00000043716.13" 20815.6199021601 -0.44670035858935 0.0735130832287626 0 1 1
"ENSMUSG00000025921.7" 118.264138864941 0.481821741099414 0.240734360505264 0 1 1
"ENSMUSG00000025920.19" 385.164104229567 1.76410659785046 0.161062317564376 7.32104265579074 2.46051604931957e-13 2.08370117006843e-12
"ENSMUSG00000025939.19" 528.212367453566 0.433431568526738 0.12935865896914 0 1 1
"ENSMUSG00000079658.9" 1087.69208194587 -0.129231856218127 0.117036955201041 0 1 1
"ENSMUSG00000025940.6" 491.081894270401 1.00172150806533 0.130963658448069 3.18224927650011 0.00146135982034303 0.00455578853503815
"ENSMUSG00000091020.3" 56.269350552107 0.330251228971767 0.345022680643356 0 1 1
"ENSMUSG00000042686.5" 191.921064009 3.3909734840509 0.248834817181501 11.2766011409209 1.71234664578532e-29 3.41581445711102e-28
"ENSMUSG00000100398.1" 13.2646218850818 -7.03076212227398 1.57196871965926 -4.10046303144633 4.12324303338449e-05 0.000162100634874517
"ENSMUSG00000025776.13" 41.9876748744621 -0.519195992081275 0.410228561760014 0 1 1
"ENSMUSG00000043760.16" 58.6413068219876 0.599096450678182 0.468888534725751 0.0301435179371412 0.975952594190572 1
"ENSMUSG00000041872.9" 26.1457622493403 1.2610554309105 0.634548390119443 1.06547103533284 0.286662826159905 0.576536961051997
"ENSMUSG00000041859.10" 11109.1313850956 -1.60089039290324 0.0824044987573933 -12.3285488960144 6.35814046275336e-35 1.64903424714557e-33
"ENSMUSG00000025931.15" 312.508846094947 -0.62315207917116 0.162398615419647 -0.235159507680039 0.8140849329592 1
"ENSMUSG00000041809.5" 92.0391126604683 1.48637343030696 0.293960486301976 3.06643570000022 0.00216627395536338 0.0065720342791516
"ENSMUSG00000041779.5" 659.707294584534 0.0973106231314788 0.121001252049652 0 1 1
"ENSMUSG00000025933.15" 79.94672580653 0.0130239259709384 0.295012472857522 0 1 1
"ENSMUSG00000025934.15" 120.371192826451 -3.30418378299704 0.312384632323418 -8.70472168253342 3.18355008712914e-18 3.58965822106299e-17
"ENSMUSG00000082935.3" 49.2961697961742 0.204243324844502 0.379291286548165 0 1 1
"ENSMUSG00000041670.17" 34.0839800619512 1.20279367373176 0.437616545434113 1.41180944700735 0.158006076089855 0.337392804657852
"ENSMUSG00000026158.11" 425.445442659526 0.854584784870698 0.141021199818802 1.91192731657353 0.0558855173798953 0.131040224905579
"ENSMUSG00000026155.13" 2098.18851466691 0.0228686631723116 0.0869306553916054 0 1 1
"ENSMUSG00000026154.4" 144.04374256189 0.0764573503305351 0.21713298904752 0 1 1
"ENSMUSG00000026153.15" 1005.35377789174 1.22194954295691 0.11743933193674 5.42396684084405 5.82906998935222e-08 3.18303862412819e-07
"ENSMUSG00000100131.1" 21.3246459125682 -1.42830876481937 0.578400921114192 -1.45806521620618 0.144822567922473 0.311880987937002
"ENSMUSG00000101939.1" 14.9064795567101 -1.01910960806243 0.654140072450902 -0.663691349338418 0.506887877183221 0.947173644090903
"ENSMUSG00000101111.1" 58.0071388185312 -0.195420243285084 0.371236894465359 0 1 1
"ENSMUSG00000100862.1" 74.8732518895802 -0.58430269549096 0.597277176679115 0 1 1
"ENSMUSG00000102070.1" 68.8122879451337 -0.551742513277101 0.37709743751202 0 1 1
"ENSMUSG00000101249.1" 93.9405483324708 0.550856878987334 0.582189439979546 0 1 1
"ENSMUSG00000073725.8" 397.874434335073 0.312919050307551 0.155552297061993 0 1 1
"ENSMUSG00000086240.4" 15.7106570657137 -0.596458466465575 0.672082586055071 -0.0171049897482046 0.986352858252117 1
"ENSMUSG00000099492.1" 20.3801523140831 -0.821247400413753 0.588009350248885 -0.401838677552637 0.687802755348886 1
"ENSMUSG00000048874.15" 4626.4431277114 -0.60934264148281 0.0770481080749397 -0.31642750705755 0.751678041122832 1
"ENSMUSG00000026064.16" 17.7770667249698 0.190230974342552 0.629340635436515 0 1 1
"ENSMUSG00000117091.1" 43.6146734434032 3.06885392122362 0.749731616884125 3.31304077961323 0.000922875227719468 0.00296693552118805
"ENSMUSG00000086727.8" 32.3632936338262 3.6907987415528 0.934752548926839 3.32262933585724 0.000891733213113035 0.00287428859317174
"ENSMUSG00000094215.2" 26.667203546398 5.09519590354536 1.50291529045597 3.0009897640045 0.00269103610849646 0.00804026653866233
"ENSMUSG00000026134.11" 1181.08959691482 -0.193784873472093 0.0918745345742148 0 1 1
"ENSMUSG00000004768.14" 954.356333936509 -0.695079938562718 0.103889396169373 -1.0599487714996 0.289167905816914 0.580924409074935
"ENSMUSG00000042215.8" 91.7991430558717 2.03702529136346 0.289816918678864 5.01027613315869 5.43519912304784e-07 2.67668233557473e-06
"ENSMUSG00000042197.13" 1491.33858881372 -0.167317895112344 0.0898854195581033 0 1 1
"ENSMUSG00000081402.4" 43.0698856928641 0.406262504748545 0.42652618265544 0 1 1
"ENSMUSG00000042182.16" 119.367020265151 2.80899970098066 0.273289736205823 8.13801949219386 4.01796168200675e-16 4.0551046132333e-15
"ENSMUSG00000026131.20" 6980.62175888373 -0.282372399617989 0.08865698010716 0 1 1
"ENSMUSG00000042111.9" 549.643378594893 -1.28002105946145 0.143356449105843 -4.84846383316257 1.24421208976649e-06 5.8629276600895e-06
"ENSMUSG00000026127.13" 2026.12696621141 -1.59833769461563 0.0975766684065384 -10.3854252296502 2.88879110934999e-25 4.68645449245754e-24
"ENSMUSG00000026126.15" 92.6459948110762 2.97716038813761 0.433149947515029 5.52279389883442 3.33651036204647e-08 1.86673595671561e-07
"ENSMUSG00000037509.21" 286.035329622631 1.79951079525008 0.189372392906913 6.41354463491384 1.42174463068035e-10 9.81313530223543e-10
"ENSMUSG00000104002.2" 18.7076046704563 -0.795248243084084 0.66126482786673 -0.318005333871029 0.750480890932363 1
"ENSMUSG00000037503.12" 3863.00907056765 -0.272337485875268 0.0746231700700455 0 1 1
"ENSMUSG00000026123.11" 1507.16695987915 0.0380989162906226 0.104724211045238 0 1 1
"ENSMUSG00000103708.1" 16.2593356633643 -2.35505088791209 0.82049302882703 -2.15734725951474 0.0309786172838122 0.0762688554124391
"ENSMUSG00000045216.7" 2370.86530741105 -0.360228026934117 0.082917418859657 0 1 1
"ENSMUSG00000037470.14" 4801.14118271233 -0.246898364085762 0.0855974188827672 0 1 1
"ENSMUSG00000047180.8" 54.9865743751283 5.5317443935208 0.784483584900425 6.30578126555387 2.86743757681068e-10 1.9248880916538e-09
"ENSMUSG00000037447.16" 169.864931930513 -0.709882381707295 0.225129795211976 -0.554879379108918 0.578977167360194 1
"ENSMUSG00000010453.12" 2017.0298737974 0.050049467136015 0.085881063444906 0 1 1
"ENSMUSG00000001143.13" 560.593679382132 0.693189230438286 0.128687705406073 0.841002871063874 0.400346325999897 0.77239354453807
"ENSMUSG00000037408.10" 298.901396800578 1.76446433967456 0.171669416176986 6.87077445255233 6.38542853296285e-12 4.8968084592128e-11
"ENSMUSG00000001138.13" 873.285762535105 0.0707690059754666 0.105005103368199 0 1 1
"ENSMUSG00000067653.12" 10.343106354677 1.46122401065559 0.868101685000668 1.00939961881742 0.312783021197021 0.622867643147826
"ENSMUSG00000079610.9" 117.674729833987 0.406691597289828 0.235119510958704 0 1 1
"ENSMUSG00000026121.13" 199.184807902244 3.38456238803587 0.220371987245518 12.7039735054695 5.6202035953668e-37 1.58207752080029e-35
"ENSMUSG00000046337.17" 752.845479695275 -0.0869530943732428 0.146124240844919 0 1 1
"ENSMUSG00000061518.11" 2428.19985003882 -0.195265769710276 0.0809546361151852 0 1 1
"ENSMUSG00000037351.9" 2491.18124691614 -0.255914524043838 0.0810748463842293 0 1 1
"ENSMUSG00000026117.10" 67.4989181749052 0.513947485739781 0.331821202013516 0 1 1
"ENSMUSG00000026116.11" 5485.39353776757 -0.313958059910664 0.078194218289864 0 1 1
"ENSMUSG00000080054.3" 9.19704342531034 0.546450243205313 0.825169158004287 0 1 1
"ENSMUSG00000050122.19" 280.780589326748 -2.40384716868157 0.198364048763141 -9.16942701715209 4.75539910144923e-20 5.94259386552333e-19
"ENSMUSG00000026114.14" 38.6215746163457 -0.842059360570153 0.446262799870717 -0.57611089233402 0.56454022955062 1
"ENSMUSG00000026113.17" 417.699303583932 1.9571224144912 0.147494927966252 9.30309897899677 1.36410625972268e-20 1.73280101765716e-19
"ENSMUSG00000026112.7" 2048.07801751608 -0.672773945939808 0.082257163314288 -1.06752338253074 0.285735560676084 0.574743581402237
"ENSMUSG00000026111.15" 625.915853915561 0.194181583496314 0.115699968715448 0 1 1
"ENSMUSG00000026110.15" 417.727826702049 1.06934876035044 0.136740148097458 3.54238507394364 0.000396526165564368 0.00135056277048673
"ENSMUSG00000026090.16" 133.434577761656 3.85655844216959 0.370476426252134 8.83078034018255 1.03947948896547e-18 1.2066026999069e-17
"ENSMUSG00000060771.15" 110.764800022401 1.5821411371455 0.249090751549036 4.00327442999441 6.24717644821462e-05 0.000239766928860456
